generation avg_fitness min_fitness max_fitness
89 16.7505 3.40458 23.7148
90 16.2995 3.37223 24.0551
91 16.8459 7.57096 24.8226
92 17.536 2.89596 25.1795
93 16.8229 2.1872 24.1318
94 16.0931 3.19694 24.822
95 15.5215 6.20169 22.2663
96 15.1645 4.8478 22.414
97 15.1525 5.13875 23.3403
98 15.8053 5.04657 22.4333
99 16.2567 3.61422 23.5325
100 15.5873 4.48326 22.7488
101 16.3295 2.02919 23.4552
102 15.8969 4.608 24.5177
103 16.4868 9.88579 22.6683
104 16.274 3.11844 23.3443
105 16.0932 5.32297 24.8693
106 16.0071 2.83584 25.7754
107 16.8903 8.34895 24.2836
108 15.7404 3.36931 23.1728
109 16.6681 7.48539 23.1728
110 15.3447 2.10649 23.8732
111 15.7476 3.37208 25.2267
112 15.4623 2.68566 25.103
113 16.9186 5.52298 23.1414
114 16.6935 3.05976 25.2132
115 15.4729 1.7452 25.0418
116 16.0883 2.68551 23.8695
117 15.7347 2.17861 24.3975
118 15.8575 0.770639 24.3975
119 16.973 5.91324 25.7018
120 16.4045 7.49645 24.5777
121 15.4375 6.53892 23.5917
122 17.6489 5.715 24.7546
123 17.2101 3.68861 24.8902
124 16.3313 7.06396 24.6318
125 16.5199 6.6813 23.4314
126 16.4736 9.29052 23.4662
127 15.7605 1.24047 25.3219
128 14.751 1.74773 25.8329
129 15.0213 1.46584 21.7407
130 15.5775 7.58063 22.6489
131 15.9214 4.65404 23.9285
132 14.3368 2.5826 23.3347
133 14.7407 1.70519 25.505
134 15.9068 4.34764 25.505
135 14.9511 2.77871 24.5441
136 15.9981 7.66048 23.9153
137 15.8651 2.47499 24.6261
138 15.9969 4.45511 26.2249
139 16.0049 8.78485 24.9453
140 16.6176 2.40415 24.6453
141 16.1021 5.89502 25.3973
142 16.0198 4.81853 24.526
143 15.8393 5.99518 24.2388
144 15.5883 2.53914 22.9914
145 16.9158 1.65561 24.3709
146 16.7036 6.40952 24.122
147 16.3197 4.39862 24.122
148 15.9437 3.13637 23.4093
149 16.0905 3.55773 23.4093
150 16.0396 1.02961 24.5522
151 16.0283 1.03133 24.0664
152 15.8885 7.28263 22.7586
153 15.3314 7.45147 23.4627
154 15.8679 4.84002 23.7981
155 16.2979 6.57316 25.834
156 15.0259 4.0922 25.834
157 15.1401 4.0542 22.3214
158 14.6983 2.10649 23.0403
159 15.6829 1.63284 24.5562
160 15.6556 2.28561 21.8228
161 15.286 5.65706 22.3076
162 15.2041 1.61586 22.9361
163 16.0618 5.57238 22.9468
164 15.0078 2.27893 24.3719
165 14.7548 3.04964 24.6485
166 14.654 3.12408 23.3862
167 15.1043 1.7452 23.037
168 15.3317 3.26278 24.1335
169 15.9815 5.20452 22.0233
170 15.1569 1.48547 23.0961
171 16.3598 3.15089 24.9926
172 15.8847 3.59938 23.258
173 15.7266 3.90936 24.7186
174 15.4026 2.27893 26.0687
175 15.8545 2.60597 26.0687
176 15.3157 4.6855 25.2713
177 14.657 1.402 24.1798
178 15.7582 2.06841 22.935
179 14.6348 3.67834 24.8168
180 14.9569 4.0767 24.0543
181 16.6876 7.25103 24.111
182 15.9807 4.75948 24.4855
183 16.2509 7.16021 24.6719
184 15.3342 0.644806 23.9374
185 15.7056 1.16793 22.6682
186 15.8735 1.45237 23.0342
187 16.3429 3.80301 24.466
188 14.9617 5.0214 23.4248
189 15.8431 3.80301 24.0723
190 15.9746 6.48482 23.3332
191 14.9279 2.27893 22.3546
192 14.9245 3.58678 22.7417
193 16.5805 6.20764 23.6022
194 15.7631 3.03612 23.3902
195 15.6855 7.29954 24.0432
196 16.2298 3.09352 24.8345
197 16.1718 1.69695 25.0832
198 15.8004 8.20537 25.029
199 16.6935 5.27835 25.029
200 14.8481 1.35466 22.4841
201 15.3825 6.1006 22.4841
202 15.3678 2.92126 24.4782
203 14.5198 1.63284 23.5985
204 14.8211 4.1967 24.0743
205 15.4058 6.17413 23.655
206 15.6362 2.92938 22.6887
207 15.0362 3.61422 22.02
208 15.8082 7.39892 23.0372
209 15.3917 2.55984 23.6161
210 14.2167 1.55987 24.2336
211 15.0493 6.95234 23.0677
212 14.8741 3.14574 23.2183
213 14.4601 5.64553 24.1126
214 15.0712 5.90892 24.3864
215 15.6045 4.1418 24.1126
216 15.4294 2.11761 24.4143
217 16.3628 5.39576 24.5559
218 15.2075 2.58863 24.0677
219 15.6164 1.58395 24.7007
220 15.2776 2.92294 24.5394
221 16.1637 8.21951 23.1419
222 15.3911 4.14813 22.0359
223 15.9278 5.93352 23.829
224 15.8616 4.91755 25.0694
225 15.5393 5.8412 26.3077
226 16.2648 6.31537 26.3077
227 15.2443 7.12364 22.4626
228 15.6274 2.67873 22.4626
229 15.3813 0.655875 24.7241
230 16.5367 6.24823 24.2081
231 16.9603 1.4877 23.8036
232 16.9005 7.69396 23.4589
233 16.3961 1.48537 25.1323
234 16.7687 3.94486 25.5557
235 16.328 7.64907 25.4774
236 16.6816 7.28474 25.8683
237 16.4155 3.82579 25.3581
238 15.4436 4.40115 23.8219
239 16.4529 6.55323 23.8219
240 15.5821 2.55798 23.3352
241 15.7527 3.0852 23.1007
242 15.0675 1.55977 22.6048
243 15.4966 4.68176 25.7205
244 15.6113 1.16625 24.8365
245 15.5426 3.52645 24.1375
246 15.9571 5.39338 24.5585
247 15.5949 6.32957 23.4142
248 15.6711 0.809349 22.6316
249 15.9936 7.15488 25.5138
250 16.7331 3.38497 23.7149
251 14.7946 1.68891 23.7947
252 15.5747 6.80033 22.8897
253 16.1765 5.09926 24.51
254 15.2024 2.95265 23.1522
255 14.5053 1.35436 23.3712
256 15.0902 5.8823 22.4011
