generation avg_fitness min_fitness max_fitness
113 16.1592 1.98694 23.4544
114 15.4567 0.664846 23.7934
115 15.7039 4.80176 24.7905
116 15.6841 0.656264 24.7905
117 15.6078 2.03615 23.9696
118 15.194 0.627732 23.85
119 15.6791 3.73992 25.6552
120 15.7664 1.48557 24.6811
121 15.4493 5.89451 23.4095
122 14.9587 2.52601 24.4309
123 15.125 2.73164 23.3689
124 15.2288 1.57853 24.4231
125 15.1505 2.7486 24.2833
126 15.4151 1.49203 23.9547
127 15.9317 2.03448 24.2074
128 16.3554 2.51069 23.7024
129 15.5649 2.18117 25.7624
130 16.2373 3.88416 24.4912
131 15.5107 0.809692 24.0042
132 15.5369 2.148 25.9058
133 16.4248 4.763 24.7071
134 15.9665 4.59035 24.116
135 16.1626 2.82635 24.7106
136 16.1253 1.48557 24.7155
137 16.0887 4.44656 24.3378
138 16.0435 1.45237 23.0606
139 15.4855 1.58387 25.3519
140 16.0131 6.32593 25.4608
141 15.4024 0.860469 24.2735
142 15.988 2.5538 24.2735
143 15.8527 3.72064 22.5095
144 16.0779 5.04124 25.2634
145 16.466 4.93934 25.2634
146 15.6827 3.90663 23.1154
147 16.1643 0.627983 23.9223
148 15.7671 1.13595 23.8473
149 15.2084 1.1358 22.4669
150 15.0486 1.47533 23.1752
151 15.6149 0.793453 23.9611
152 15.8413 1.30211 24.5557
153 16.6343 4.87561 24.7402
154 15.5562 2.73855 24.5158
155 15.0975 1.1358 24.9003
156 14.9241 1.13541 23.3563
157 14.2677 0.656105 23.4429
158 14.8569 1.69716 23.9971
159 14.9321 6.01886 23.2462
160 14.504 0.809553 25.1241
161 14.2417 0.793453 23.9506
162 15.7411 4.99435 26.1232
163 15.7716 2.6347 23.5514
164 16.3604 5.88662 23.8556
165 16.6039 7.5563 26.6424
166 16.2552 2.69505 25.8564
167 15.4288 3.88416 25.6128
168 15.2825 2.91516 24.9455
169 15.4051 4.68139 23.6882
170 14.72 0.773759 23.0481
171 15.0195 1.99283 25.0431
172 15.6157 4.1861 24.7998
173 15.2751 1.96066 26.1229
174 15.0481 1.35429 23.8134
175 15.6149 0.809565 25.5142
176 15.7923 1.13581 24.5425
177 16.4668 5.44923 24.1118
178 15.5448 3.79538 24.428
179 16.0894 6.3198 25.11
180 16.6922 3.10531 25.8596
181 16.174 3.85071 26.3745
182 15.6026 6.40812 25.1104
183 15.269 0.937321 23.8079
184 15.3111 1.05251 25.3203
185 15.5877 3.52768 24.0805
186 15.834 3.22355 26.1481
187 15.4084 3.825 26.2022
188 15.7275 1.35458 23.4512
189 15.4885 0.760004 23.4178
190 15.1535 1.66605 23.7156
191 16.1973 5.91321 25.0557
192 15.7722 0.811222 24.5181
193 16.0471 3.50089 24.647
194 16.234 5.71552 25.3119
195 15.8974 2.1827 24.8079
196 15.8849 2.19562 24.7646
197 16.0289 5.29023 26.3544
198 15.4129 1.68898 26.7121
199 15.9207 4.79074 24.9828
200 15.6726 2.64198 26.9403
201 16.0839 3.58704 26.3544
202 16.2009 3.83073 26.3544
203 14.5939 0.79513 26.2079
204 15.9668 1.37067 23.7236
205 14.8512 3.44872 25.532
206 15.4779 1.1358 24.2846
207 15.8789 4.78141 24.234
208 16.0243 1.48557 23.9173
209 15.9332 3.44281 23.257
210 16.7475 3.42382 24.4457
211 16.6613 6.48584 25.8329
212 16.8414 1.48557 24.8916
213 16.2933 3.73111 25.2149
214 16.1662 1.48557 25.6832
215 16.4558 3.85071 24.5386
216 16.077 2.41775 25.1467
217 16.4157 1.74693 24.1151
218 15.6893 2.34635 23.5491
219 15.6162 1.5621 25.0419
220 15.9516 1.35458 25.4761
221 16.3365 1.93559 22.9591
222 16.1953 1.74481 24.7799
223 15.6418 1.04529 24.1317
224 16.0731 3.59915 23.5028
225 16.0913 1.74481 23.5793
226 15.834 3.88416 24.5921
227 16.6209 2.42963 25.5055
228 15.6979 3.39013 24.7646
229 15.5979 4.23164 24.624
230 15.7424 3.88416 24.202
231 15.2916 1.69716 24.4301
232 15.3203 1.63284 25.5916
233 15.7099 0.815417 24.131
234 15.9859 5.73595 24.0837
235 16.0228 1.63284 24.1977
236 15.4612 3.84761 23.3998
237 15.986 3.49626 23.8273
238 15.7966 1.35357 24.0598
239 16.2027 2.53385 24.8825
240 15.8229 3.16452 24.8825
241 15.8903 1.63903 23.5751
242 16.3676 2.93121 23.7932
243 14.9754 1.1128 23.9671
244 15.7391 3.01737 25.2315
245 14.9314 1.53761 25.7614
246 14.9228 3.29051 24.8621
247 14.797 2.53085 21.8548
248 14.7507 2.7582 25.5996
249 15.1157 1.48557 25.5961
250 15.5338 2.60646 24.5468
251 16.3564 7.35457 23.5954
252 15.9989 2.17093 24.9429
253 16.3782 3.45598 23.9305
254 16.4428 5.86267 24.8241
255 15.3176 0.804087 23.2424
256 15.9402 1.14811 22.914
