generation avg_fitness min_fitness max_fitness
190 12.5156 4.72383 21.3947
191 11.4696 5.20921 20.3206
192 11.9592 4.56309 20.8075
193 11.8388 4.77981 19.7176
194 11.879 4.43905 19.7637
195 12.3391 5.42112 20.2289
196 12.1749 5.39265 20.4183
197 11.9465 6.38628 21.5577
198 12.3811 4.36813 20.6687
199 12.1256 5.28556 19.8472
200 12.539 3.99004 20.8847
201 12.507 3.80412 21.6501
202 12.8943 5.59642 21.6501
203 12.6027 5.1655 21.2388
204 12.3601 4.79484 20.4969
205 11.9493 3.46689 19.7794
206 12.348 3.84081 21.162
207 12.2129 4.13971 23.4764
208 12.036 3.13436 21.162
209 12.651 3.5463 21.9113
210 12.4411 5.77542 22.9323
211 12.9561 3.84742 21.7834
212 13.0024 4.0235 22.6309
213 12.9704 3.37037 22.3999
214 12.8317 2.63083 22.1751
215 13.0413 4.03169 19.7007
216 13.3072 3.19435 21.0813
217 13.2509 5.76879 21.5895
218 12.8475 4.84375 21.8847
219 12.9523 5.75743 20.7505
220 12.7015 4.55173 19.3245
221 12.178 2.47658 19.3526
222 12.0678 4.92826 22.2403
223 12.4156 5.41563 21.6509
224 12.4559 4.0274 20.2201
225 12.6991 5.39265 19.9898
226 12.9167 4.41416 21.434
227 12.35 5.95561 19.9234
228 12.5648 5.68518 20.587
229 12.5679 5.40692 22.295
230 12.4083 6.25204 20.965
231 13.1674 5.48032 20.8058
232 13.081 5.13341 22.3591
233 13.0068 2.87907 20.9426
234 12.642 4.84601 21.5048
235 12.2918 5.11985 20.9543
236 11.8851 4.10892 20.9543
237 11.8009 4.1724 19.6137
238 11.9523 5.77473 21.4831
239 12.1816 4.84739 21.4831
240 13.001 4.74586 22.2041
241 12.2494 4.95718 21.4831
242 12.3509 4.88037 21.0387
243 11.9714 4.88221 21.962
244 11.6016 4.28228 21.5146
245 11.9375 4.67162 19.9385
246 12.5262 5.70072 19.4576
247 11.7469 5.19562 22.2941
248 11.9681 4.36737 20.3564
249 12.454 6.15058 22.5807
250 12.1552 4.35862 22.5807
251 11.8778 4.93656 21.493
252 12.1366 4.16625 21.493
253 12.6964 5.05188 22.2627
254 12.5398 4.78964 22.393
255 12.6681 5.32012 22.2262
256 11.893 4.01393 19.2221
