generation avg_fitness min_fitness max_fitness
138 15.9576 1.2026 24.5778
139 16.1661 1.35491 25.5936
140 16.2863 0.496458 26.1478
141 16.488 2.58742 25.9693
142 16.494 1.33568 26.3025
143 16.3134 1.48576 25.1055
144 16.231 0.901528 24.7538
145 16.1816 2.12519 24.8987
146 15.8407 0.809544 24.0291
147 16.1815 1.13599 25.3101
148 16.0984 3.54742 27.0718
149 15.8427 2.6016 25.2273
150 16.0604 0.760341 24.6804
151 15.7828 1.38368 25.8599
152 16.0779 3.78654 26.3946
153 15.5727 0.809734 25.0679
154 15.7717 1.1358 24.6844
155 15.812 0.670152 25.2483
156 16.1926 1.63284 25.1168
157 16.131 1.31645 24.4793
158 16.3859 1.17914 25.2599
159 16.1301 0.860193 25.319
160 16.1621 1.77364 27.3575
161 15.6906 0.760194 25.8476
162 16.1059 2.43552 25.3761
163 16.1348 1.56031 24.9312
164 15.8926 1.83979 27.4098
165 16.0482 1.54683 25.8213
166 15.9713 0.627732 26.1593
167 15.5667 0.86066 25.3716
168 15.7069 0.793453 25.8408
169 16.0767 1.43448 24.755
170 16.0321 2.05897 26.1567
171 16.1336 1.59338 25.189
172 16.0347 1.31993 25.3358
173 15.9607 1.69384 26.5287
174 16.1819 1.74513 26.0591
175 16.118 1.07835 24.9215
176 16.1181 1.48576 26.1532
177 16.4515 1.1973 25.54
178 16.581 2.85413 24.3962
179 16.3097 1.35384 25.8357
180 16.0107 2.3718 26.5488
181 15.9842 0.793294 24.484
182 15.8046 1.35696 26.0966
183 16.0251 0.86066 27.2835
184 16.0175 0.662173 24.4679
185 15.7127 0.784394 25.6311
186 15.7619 1.13613 26.6848
187 15.6865 1.23923 24.8599
188 16.1075 3.68805 26.0614
189 16.2415 2.10538 26.3882
190 16.0639 3.45791 26.7927
191 16.39 1.48591 28.1744
192 15.8306 2.07032 25.4382
193 16.0632 0.628314 25.5812
194 15.7836 0.782491 25.0027
195 16.0691 1.45237 25.4585
196 15.7141 0.737304 25.613
197 16.0236 1.87806 25.2148
198 16.0093 1.48557 24.9294
199 15.9857 1.48547 25.8814
200 15.9849 1.83255 26.1685
201 15.868 1.48591 25.6768
202 15.6353 2.54274 26.0784
203 15.4176 1.35491 25.1219
204 15.2733 0.793798 24.4717
205 15.3485 0.793789 26.276
206 15.4878 1.35488 25.5658
207 15.5954 1.13928 25.2353
208 15.6726 2.10649 26.5725
209 16.0045 3.47259 26.4434
210 16.0315 1.74513 25.8443
211 15.2865 1.77082 26.251
212 15.4342 1.81012 25.8752
213 15.89 0.6566 26.132
214 15.771 0.812385 26.0686
215 15.9865 2.63294 25.511
216 15.9345 1.94781 24.8996
217 16.0445 1.38969 25.8388
218 16.0135 1.53309 26.6646
219 16.1362 1.13628 25.7973
220 16.0791 1.38534 26.373
221 15.8834 1.48591 25.4852
222 16.1693 3.63292 25.8938
223 15.9564 0.793643 27.6193
224 16.1254 0.795467 26.3182
225 15.7375 1.13599 26.0191
226 15.5212 1.45237 25.8731
227 15.6997 1.20315 26.6561
228 15.5717 0.86066 26.774
229 15.7375 1.35491 26.774
230 15.7623 0.80668 25.6838
231 15.8048 0.793789 25.2955
232 15.6603 0.797259 26.9551
233 15.4487 0.860806 27.1367
234 15.4714 2.23292 23.9937
235 15.6084 0.80668 24.8566
236 15.6907 0.774096 26.2658
237 15.6947 1.48591 25.5807
238 15.7493 2.40273 26.1786
239 15.796 1.45237 26.1128
240 15.8986 1.78762 25.1614
241 16.0641 0.822771 24.1797
242 15.3989 0.628314 25.4494
243 15.6544 1.68843 26.3091
244 15.7207 1.38969 25.7186
245 15.6355 1.63284 25.7128
246 15.5671 1.745 25.1456
247 15.6331 0.825623 23.8633
248 15.4865 2.3116 25.9402
249 15.6142 1.07216 25.9402
250 15.8559 0.525066 25.4183
251 15.6257 1.35491 24.809
252 15.6627 1.1328 25.3081
253 15.4519 1.74514 24.7488
254 15.7489 1.48591 25.3834
255 15.4122 1.48536 25.5445
256 15.359 0.793652 25.7831
