generation avg_fitness min_fitness max_fitness
166 19.1986 10.1692 27.4262
167 19.4854 7.43158 25.8779
168 19.0111 10.3279 26.1728
169 18.9821 8.92243 26.6468
170 19.1787 8.20463 28.1031
171 19.5465 8.62445 26.5712
172 19.79 11.1915 26.1482
173 19.312 10.1217 27.7088
174 19.1677 6.74385 27.0052
175 19.8189 9.12829 28.2138
176 19.9747 9.47444 27.0427
177 19.4051 6.54139 26.8885
178 19.2816 9.90152 28.2797
179 19.3832 9.5971 26.5331
180 18.5075 8.63986 26.3953
181 17.7457 7.91143 26.5728
182 17.744 7.17169 27.7763
183 17.5551 9.25715 26.5972
184 18.1722 7.71296 26.9035
185 18.4982 9.56701 26.9035
186 19.2703 8.658 25.8045
187 18.9021 8.08541 25.5975
188 18.2861 7.16269 26.3871
189 18.6318 8.65039 26.6299
190 19.0934 9.24282 26.9705
191 19.0328 9.80486 28.6034
192 19.1469 6.44503 29.6361
193 18.8563 8.50692 27.0119
194 19.2884 9.75659 28.1162
195 19.2623 9.86923 27.0583
196 18.9447 7.296 26.7077
197 20.082 8.96549 27.2151
198 19.4385 8.93583 26.8007
199 19.5509 7.55493 28.1556
200 19.252 9.87877 26.4757
201 19.0107 9.03064 26.972
202 19.6192 7.75557 26.5276
203 19.7151 6.92742 28.1971
204 19.9206 10.772 27.9342
205 19.4688 10.798 27.5415
206 19.6382 10.2549 27.805
207 19.7377 8.15975 27.8885
208 19.4473 7.8044 27.8323
209 19.0916 6.56716 28.5866
210 18.9392 8.09521 28.5865
211 19.0659 7.27551 26.7642
212 18.8503 10.5368 27.0128
213 18.6547 9.70521 26.63
214 18.4968 10.4957 25.486
215 18.2802 8.20179 27.3442
216 19.3592 10.2306 27.3442
217 18.9562 8.50115 27.2795
218 19.4129 10.0647 26.995
219 19.968 7.96384 27.5576
220 19.6064 10.8305 28.1161
221 19.8177 8.52903 28.307
222 19.4849 6.70865 27.4275
223 20.2554 8.79448 27.9526
224 20.5771 11.7786 27.9207
225 20.0866 9.07166 27.1931
226 20.3037 7.36034 27.0627
227 20.7206 8.83447 27.5668
